sample_id,cnt_ratio,lig_ratio,graphene_ratio,cnt_conductivity,lig_conductivity,graphene_conductivity,composite_conductivity,synergy_2d,synergy_3d,total_synergy,method,source
TERNARY-0.1-0.4-0.5-00,0.1,0.3571428571428572,0.5428571428571428,86761.27708495084,1100.0,1000000.0,874237.5619753468,0.4846630861650225,1.5234385963691042,0.5234385963691042,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.4-0.5-01,0.1,0.3571428571428572,0.5428571428571428,86761.27708495084,1100.0,1000000.0,831525.0725602669,0.4846630861650225,1.5234385963691042,0.5234385963691042,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.4-0.5-02,0.1,0.3571428571428572,0.5428571428571428,86761.27708495084,1100.0,1000000.0,884393.0117903877,0.4846630861650225,1.5234385963691042,0.5234385963691042,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.4-0.5-00,0.1,0.44285714285714295,0.4571428571428571,86761.27708495084,1100.0,1000000.0,833426.0694417697,0.552687514856901,1.5931773107752685,0.5931773107752685,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.4-0.5-01,0.1,0.44285714285714295,0.4571428571428571,86761.27708495084,1100.0,1000000.0,728991.9828993679,0.552687514856901,1.5931773107752685,0.5931773107752685,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.4-0.5-02,0.1,0.44285714285714295,0.4571428571428571,86761.27708495084,1100.0,1000000.0,728992.9586514788,0.552687514856901,1.5931773107752685,0.5931773107752685,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.5-0.4-00,0.1,0.5285714285714287,0.37142857142857133,86761.27708495084,1100.0,1000000.0,692841.6515358451,0.5765755180116297,1.6158408241340787,0.6158408241340787,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.5-0.4-01,0.1,0.5285714285714287,0.37142857142857133,86761.27708495084,1100.0,1000000.0,652893.8449787227,0.5765755180116297,1.6158408241340787,0.6158408241340787,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.5-0.4-02,0.1,0.5285714285714287,0.37142857142857133,86761.27708495084,1100.0,1000000.0,592025.2321289119,0.5765755180116297,1.6158408241340787,0.6158408241340787,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.6-0.3-00,0.1,0.6142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,487308.5546443384,0.5477191152376525,1.582821156053979,0.5828211560539791,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.6-0.3-01,0.1,0.6142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,449722.25601197896,0.5477191152376525,1.582821156053979,0.5828211560539791,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.6-0.3-02,0.1,0.6142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,449635.8705951309,0.5477191152376525,1.582821156053979,0.5828211560539791,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.7-0.2-00,0.1,0.7000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,320834.70768436725,0.47473605528108737,1.5027360552810873,0.5027360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.7-0.2-01,0.1,0.7000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,266567.03776474757,0.47473605528108737,1.5027360552810873,0.5027360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.1-0.7-0.2-02,0.1,0.7000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,271309.8864839002,0.47473605528108737,1.5027360552810873,0.5027360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.2-0.6-00,0.2,0.24285714285714288,0.5571428571428572,86761.27708495084,1100.0,1000000.0,859766.1443038834,0.512199370585529,1.566321819565121,0.566321819565121,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.2-0.6-01,0.2,0.24285714285714288,0.5571428571428572,86761.27708495084,1100.0,1000000.0,827317.5385007138,0.512199370585529,1.566321819565121,0.566321819565121,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.2-0.6-02,0.2,0.24285714285714288,0.5571428571428572,86761.27708495084,1100.0,1000000.0,922895.0729285959,0.512199370585529,1.566321819565121,0.566321819565121,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.3-0.5-00,0.2,0.3142857142857143,0.48571428571428577,86761.27708495084,1100.0,1000000.0,775183.2012962468,0.5994167190061275,1.6604779434959234,0.6604779434959234,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.3-0.5-01,0.2,0.3142857142857143,0.48571428571428577,86761.27708495084,1100.0,1000000.0,741460.8146010201,0.5994167190061275,1.6604779434959234,0.6604779434959234,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.3-0.5-02,0.2,0.3142857142857143,0.48571428571428577,86761.27708495084,1100.0,1000000.0,933916.3910796654,0.5994167190061275,1.6604779434959234,0.6604779434959234,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.4-0.4-00,0.2,0.3857142857142858,0.41428571428571426,86761.27708495084,1100.0,1000000.0,733064.9020124292,0.6639556625594688,1.7278740299064075,0.7278740299064075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.4-0.4-01,0.2,0.3857142857142858,0.41428571428571426,86761.27708495084,1100.0,1000000.0,750582.2003450352,0.6639556625594688,1.7278740299064075,0.7278740299064075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.4-0.4-02,0.2,0.3857142857142858,0.41428571428571426,86761.27708495084,1100.0,1000000.0,661457.5865973694,0.6639556625594688,1.7278740299064075,0.7278740299064075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-00,0.2,0.4571428571428572,0.34285714285714286,86761.27708495084,1100.0,1000000.0,604412.4502500213,0.689210964135341,1.7519048416863614,0.7519048416863614,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-01,0.2,0.4571428571428572,0.34285714285714286,86761.27708495084,1100.0,1000000.0,637541.203162776,0.689210964135341,1.7519048416863614,0.7519048416863614,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-02,0.2,0.4571428571428572,0.34285714285714286,86761.27708495084,1100.0,1000000.0,573745.4304299809,0.689210964135341,1.7519048416863614,0.7519048416863614,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-00,0.2,0.5285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,514322.6297442363,0.6681838398128226,1.7255715949148633,0.7255715949148633,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-01,0.2,0.5285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,475322.642124541,0.6681838398128226,1.7255715949148633,0.7255715949148633,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.5-0.3-02,0.2,0.5285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,487663.5166794688,0.6681838398128226,1.7255715949148633,0.7255715949148633,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.6-0.2-00,0.2,0.6000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,343361.4551749558,0.6066112484286075,1.6546112484286075,0.6546112484286075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.6-0.2-01,0.2,0.6000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,414178.652509436,0.6066112484286075,1.6546112484286075,0.6546112484286075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.2-0.6-0.2-02,0.2,0.6000000000000001,0.19999999999999996,86761.27708495084,1100.0,1000000.0,360336.026624356,0.6066112484286075,1.6546112484286075,0.6546112484286075,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.1-0.6-00,0.3,0.1,0.6,86761.27708495084,1100.0,1000000.0,865888.2053625775,0.4747360552810874,1.5107360552810873,0.5107360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.1-0.6-01,0.3,0.1,0.6,86761.27708495084,1100.0,1000000.0,1008175.4125576145,0.4747360552810874,1.5107360552810873,0.5107360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.1-0.6-02,0.3,0.1,0.6,86761.27708495084,1100.0,1000000.0,853543.236785166,0.4747360552810874,1.5107360552810873,0.5107360552810873,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-00,0.3,0.15714285714285714,0.5428571428571428,86761.27708495084,1100.0,1000000.0,925623.0992451933,0.548671437558918,1.599855111028306,0.5998551110283059,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-01,0.3,0.15714285714285714,0.5428571428571428,86761.27708495084,1100.0,1000000.0,767682.5495897107,0.548671437558918,1.599855111028306,0.5998551110283059,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-02,0.3,0.15714285714285714,0.5428571428571428,86761.27708495084,1100.0,1000000.0,813675.3515612388,0.548671437558918,1.599855111028306,0.5998551110283059,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-00,0.3,0.2142857142857143,0.48571428571428565,86761.27708495084,1100.0,1000000.0,877854.2073018986,0.6255975376798097,1.6880465172716466,0.6880465172716466,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-01,0.3,0.2142857142857143,0.48571428571428565,86761.27708495084,1100.0,1000000.0,915300.5116448405,0.6255975376798097,1.6880465172716466,0.6880465172716466,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.2-0.5-02,0.3,0.2142857142857143,0.48571428571428565,86761.27708495084,1100.0,1000000.0,876091.6380254519,0.6255975376798097,1.6880465172716466,0.6880465172716466,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-00,0.3,0.27142857142857146,0.4285714285714285,86761.27708495084,1100.0,1000000.0,795496.316544048,0.695268317668366,1.765064236035713,0.7650642360357129,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-01,0.3,0.27142857142857146,0.4285714285714285,86761.27708495084,1100.0,1000000.0,783583.7755044725,0.695268317668366,1.765064236035713,0.7650642360357129,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-02,0.3,0.27142857142857146,0.4285714285714285,86761.27708495084,1100.0,1000000.0,707953.5012773927,0.695268317668366,1.765064236035713,0.7650642360357129,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-00,0.3,0.3285714285714286,0.37142857142857133,86761.27708495084,1100.0,1000000.0,682261.4097718457,0.746580864054819,1.8198053538507375,0.8198053538507375,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-01,0.3,0.3285714285714286,0.37142857142857133,86761.27708495084,1100.0,1000000.0,697273.5938459223,0.746580864054819,1.8198053538507375,0.8198053538507375,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.3-0.4-02,0.3,0.3285714285714286,0.37142857142857133,86761.27708495084,1100.0,1000000.0,785176.4854502747,0.746580864054819,1.8198053538507375,0.8198053538507375,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-00,0.3,0.3857142857142858,0.31428571428571417,86761.27708495084,1100.0,1000000.0,645302.006854612,0.7704318577723818,1.843166551649933,0.8431665516499329,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-01,0.3,0.3857142857142858,0.31428571428571417,86761.27708495084,1100.0,1000000.0,539457.1513301029,0.7704318577723818,1.843166551649933,0.8431665516499329,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-02,0.3,0.3857142857142858,0.31428571428571417,86761.27708495084,1100.0,1000000.0,644320.5438644789,0.7704318577723818,1.843166551649933,0.8431665516499329,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-00,0.3,0.44285714285714284,0.2571428571428571,86761.27708495084,1100.0,1000000.0,503289.6735755126,0.7623513777956997,1.8306779084079448,0.8306779084079448,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-01,0.3,0.44285714285714284,0.2571428571428571,86761.27708495084,1100.0,1000000.0,491165.7846016571,0.7623513777956997,1.8306779084079448,0.8306779084079448,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.4-0.3-02,0.3,0.44285714285714284,0.2571428571428571,86761.27708495084,1100.0,1000000.0,544697.9857544815,0.7623513777956997,1.8306779084079448,0.8306779084079448,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.5-0.2-00,0.3,0.5,0.19999999999999996,86761.27708495084,1100.0,1000000.0,437523.64143122185,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.5-0.2-01,0.3,0.5,0.19999999999999996,86761.27708495084,1100.0,1000000.0,434299.2235738772,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.3-0.5-0.2-02,0.3,0.5,0.19999999999999996,86761.27708495084,1100.0,1000000.0,377050.3430064355,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-00,0.4,0.1,0.5,86761.27708495084,1100.0,1000000.0,846224.3826374883,0.5824099457588114,1.6224099457588115,0.6224099457588115,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-01,0.4,0.1,0.5,86761.27708495084,1100.0,1000000.0,890683.0559651082,0.5824099457588114,1.6224099457588115,0.6224099457588115,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-02,0.4,0.1,0.5,86761.27708495084,1100.0,1000000.0,935405.915308853,0.5824099457588114,1.6224099457588115,0.6224099457588115,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-00,0.4,0.14285714285714288,0.4571428571428571,86761.27708495084,1100.0,1000000.0,799540.1953870861,0.6376003245058675,1.689845222465051,0.6898452224650511,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-01,0.4,0.14285714285714288,0.4571428571428571,86761.27708495084,1100.0,1000000.0,819062.7518168584,0.6376003245058675,1.689845222465051,0.6898452224650511,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.1-0.5-02,0.4,0.14285714285714288,0.4571428571428571,86761.27708495084,1100.0,1000000.0,757825.904917312,0.6376003245058675,1.689845222465051,0.6898452224650511,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-00,0.4,0.18571428571428572,0.41428571428571426,86761.27708495084,1100.0,1000000.0,711342.8874773675,0.6896272337026559,1.7511782541108192,0.7511782541108192,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-01,0.4,0.18571428571428572,0.41428571428571426,86761.27708495084,1100.0,1000000.0,837751.5620811438,0.6896272337026559,1.7511782541108192,0.7511782541108192,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-02,0.4,0.18571428571428572,0.41428571428571426,86761.27708495084,1100.0,1000000.0,871967.2647680033,0.6896272337026559,1.7511782541108192,0.7511782541108192,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-00,0.4,0.2285714285714286,0.3714285714285714,86761.27708495084,1100.0,1000000.0,728114.3818737675,0.7341513342617494,1.8020697016086882,0.8020697016086882,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-01,0.4,0.2285714285714286,0.3714285714285714,86761.27708495084,1100.0,1000000.0,791126.8519886322,0.7341513342617494,1.8020697016086882,0.8020697016086882,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.2-0.4-02,0.4,0.2285714285714286,0.3714285714285714,86761.27708495084,1100.0,1000000.0,753520.2599838093,0.7341513342617494,1.8020697016086882,0.8020697016086882,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-00,0.4,0.27142857142857146,0.3285714285714285,86761.27708495084,1100.0,1000000.0,633911.7628614344,0.7670878260021309,1.838434764777641,0.8384347647776409,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-01,0.4,0.27142857142857146,0.3285714285714285,86761.27708495084,1100.0,1000000.0,687732.7980021761,0.7670878260021309,1.838434764777641,0.8384347647776409,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-02,0.4,0.27142857142857146,0.3285714285714285,86761.27708495084,1100.0,1000000.0,750650.8984279752,0.7670878260021309,1.838434764777641,0.8384347647776409,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-00,0.4,0.31428571428571433,0.28571428571428564,86761.27708495084,1100.0,1000000.0,593971.0476491654,0.785221297250979,1.8570580319448564,0.8570580319448564,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-01,0.4,0.31428571428571433,0.28571428571428564,86761.27708495084,1100.0,1000000.0,670240.2544500019,0.785221297250979,1.8570580319448564,0.8570580319448564,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.3-0.3-02,0.4,0.31428571428571433,0.28571428571428564,86761.27708495084,1100.0,1000000.0,470836.28405532485,0.785221297250979,1.8570580319448564,0.8570580319448564,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-00,0.4,0.3571428571428572,0.24285714285714277,86761.27708495084,1100.0,1000000.0,549836.6683933124,0.786722349294518,1.8561101043965587,0.8561101043965587,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-01,0.4,0.3571428571428572,0.24285714285714277,86761.27708495084,1100.0,1000000.0,519506.881441065,0.786722349294518,1.8561101043965587,0.8561101043965587,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-02,0.4,0.3571428571428572,0.24285714285714277,86761.27708495084,1100.0,1000000.0,503573.2056519626,0.786722349294518,1.8561101043965587,0.8561101043965587,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-00,0.4,0.4,0.19999999999999996,86761.27708495084,1100.0,1000000.0,434764.56934716256,0.7714512254107879,1.835451225410788,0.835451225410788,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-01,0.4,0.4,0.19999999999999996,86761.27708495084,1100.0,1000000.0,362970.0924871586,0.7714512254107879,1.835451225410788,0.835451225410788,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.4-0.4-0.2-02,0.4,0.4,0.19999999999999996,86761.27708495084,1100.0,1000000.0,424011.5149801285,0.7714512254107879,1.835451225410788,0.835451225410788,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-00,0.5,0.1,0.4,86761.27708495084,1100.0,1000000.0,759150.1519410757,0.6242163827696956,1.6642163827696956,0.6642163827696956,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-01,0.5,0.1,0.4,86761.27708495084,1100.0,1000000.0,825326.8631554102,0.6242163827696956,1.6642163827696956,0.6642163827696956,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-02,0.5,0.1,0.4,86761.27708495084,1100.0,1000000.0,707463.0430217169,0.6242163827696956,1.6642163827696956,0.6642163827696956,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-00,0.5,0.1285714285714286,0.37142857142857144,86761.27708495084,1100.0,1000000.0,659797.503434319,0.652263885563002,1.7000189876038183,0.7000189876038183,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-01,0.5,0.1285714285714286,0.37142857142857144,86761.27708495084,1100.0,1000000.0,677107.8490108277,0.652263885563002,1.7000189876038183,0.7000189876038183,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.1-0.4-02,0.5,0.1285714285714286,0.37142857142857144,86761.27708495084,1100.0,1000000.0,757083.6917146698,0.652263885563002,1.7000189876038183,0.7000189876038183,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-00,0.5,0.15714285714285717,0.34285714285714286,86761.27708495084,1100.0,1000000.0,686371.9488832313,0.676879401700987,1.7307569527213953,0.7307569527213953,CNT-LIG-Graphene Ternary,Simulated
